NHM specimen number,Image filename,View,Species,Subspecies,Sex,Additional taxonomic information (from specimen labels),Type Status,Hybrid status of additional taxonomic information,Included in reduced dataset,Locality,Locality latitude,Locality longitude
10429012,10429012_D_lowres.tif,dorsal,erato,notabilis,male,f._notabilis,,subspecies synonym,1,Huanc. PER,-1.5833333330000001,-77.75
10429175,10429175_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,"The Bluff, Bluefields NIC ZS",11.99361111,-83.68361111
10428944,10428944_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Cordoba region MEX VC,18.88333333,-96.93333333
10427988,10427988_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,,valid subspecies,1,Caldera CRI PU,9.933333333,-84.71666667
10429228,10429228_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Cebaco Isla PAN VE,7.533333333,-81.15
10428046,10428046_V_lowres.tif,ventral,melpomene,cythera,male,cythera,ST,valid subspecies,1,Bogota environs de COL CU,,
10428670,10428670_V_lowres.tif,ventral,erato,erato,male,tellus_hyb.,,hybrid,0,St Jean du Maroni FRG LM,5.4,-54.08333333
10428888,10428888_V_lowres.tif,ventral,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Angamarca ECD CO,-1.5833333330000001,-77.75
10428772,10428772_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Luebrada de dia Sanza Rio Yamana COL,,
10428501,10428501_V_lowres.tif,ventral,erato,phyllis,female,f._phyllidis,,subspecies synonym,1,Grande Rio BOL,-17.25,-62.75
10428387,10428387_V_lowres.tif,ventral,melpomene,melpomene,female,ab._primus_hyb.,,hybrid,0,Colombia COUNTRY,,
10428281,10428281_D_lowres.tif,dorsal,melpomene,aglaope,male,aglaope,,valid subspecies,1,Ucayali Rio PER LO,-4.466666667,-73.51666667
10428171,10428171_V_lowres.tif,ventral,melpomene,plesseni,male,f._pura,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10429107,10429107_V_lowres.tif,ventral,erato,emma,female,emma,,valid subspecies,1,Madre de Dios Rio Alto PER CU,-12.26666667,-70.93333333
10429113,10429113_V_lowres.tif,ventral,erato,emma,male,emma,,valid subspecies,0,Cachiacu PER LO,-5.833333333,-76.55
10428094,10428094_D_lowres.tif,dorsal,melpomene,xenoclea,male,f._xenoclea,,subspecies synonym,1,San Remon PER,-11.13333333,-75.35
10429046,10429046_V_lowres.tif,ventral,erato,lativitta,male,f._feyeri,,hybrid,0,Rio Negro COL,4.25,-73.75
10428808,10428808_D_lowres.tif,dorsal,erato,hydara,male,hydara,,valid subspecies,1,Misiones PROVINCE,,
10428832,10428832_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,San Esteban VEN CA,10.43333333,-68.01666667
10428234,10428234_D_lowres.tif,dorsal,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Ashpiyaco ECD,-1.5833333330000001,-77.75
10428372,10428372_D_lowres.tif,dorsal,melpomene,melpomene,female,f._melpomene,,subspecies synonym,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428262,10428262_V_lowres.tif,ventral,melpomene,schunkei,male,ab._rubra,,subspecies synonym,1,La Union to Santo Domingo PER PU,-13.68168056,-69.64021389
10428606,10428606_V_lowres.tif,ventral,erato,phyllis,male,f._phyllis,,subspecies synonym,1,San Ignacio ARG MI,-27.26666667,-55.51666667
10429167,10429167_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,San Pedro Sula HON CR,15.45,-88.03333333
10428180,10428180_V_lowres.tif,ventral,melpomene,plesseni,male,f._adonis,,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428644,10428644_D_lowres.tif,dorsal,erato,amalfreda,male,ab._leda_hyb,,hybrid,0,Bas Maroni FRG LM,5.25,-54.25
10428156,10428156_D_lowres.tif,dorsal,melpomene,plesseni,male,f._corona,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428175,10428175_V_lowres.tif,ventral,melpomene,plesseni,female,microclea_virgo,HT,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10429032,10429032_D_lowres.tif,dorsal,erato,notabilis,male,radiata_hyb.,,hybrid,0,Jibaria ECD,-1.9333333330000002,-77.78333333
10429045,10429045_D_lowres.tif,dorsal,erato,lativitta,male,f._feyeri,,hybrid,0,Rio Negro  COL,4.25,-73.75
10428508,10428508_D_lowres.tif,dorsal,erato,phyllis,female,amatus,,hybrid,0,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10429250,10429250_V_lowres.tif,ventral,erato,demophoon,female,demophoon,,valid subspecies,1,Cananche COL BY,5.588333333,-74.28611111
10428544,10428544_D_lowres.tif,dorsal,erato,phyllis,male,anacreon,,hybrid,0,Ecuador  COUNTRY,,
10428069,10428069_V_lowres.tif,ventral,melpomene,cythera,female,cythera,,valid subspecies,1,Los Llanos ECD CH,-2.05,-78.96666667
10428694,10428694_D_lowres.tif,dorsal,erato,hydara,female,coralii_hyb,ST,hybrid,0,Serpa BRA AM,-3.166666667,-58.26666667
10428385,10428385_V_lowres.tif,ventral,melpomene,melpomene,male,f._flavorubra,ST,subspecies synonym,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10429229,10429229_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Parida Island PAN CQ,8.116666667,-82.33333333
10428550,10428550_D_lowres.tif,dorsal,erato,venustus,male,ab._Ottonis,,hybrid,0,Ecuador  COUNTRY,,
10428109,10428109_V_lowres.tif,ventral,melpomene,xenoclea,female,f._xenoclea,,subspecies synonym,1,La Merced  PER JU,-11.05,-75.31666667
10428690,10428690_V_lowres.tif,ventral,erato,hydara,male,ab._dryope,,hybrid,0,Obidos BRA PA,-1.9,-55.51666667
10429224,10429224_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Sevilla Isla PAN CQ,8.249916667,-82.37594722
10428567,10428567_D_lowres.tif,dorsal,erato,venustus,female,f._venustus,,subspecies synonym,1,Guayaquil ECD,-2.166666667,-79.96666667
10428848,10428848_D_lowres.tif,dorsal,erato,venus,female,venus,,valid subspecies,1,Nicaragua COUNTRY,,
10428369,10428369_V_lowres.tif,ventral,melpomene,melpomene,female,f._melpomene,,subspecies synonym,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428115,10428115_V_lowres.tif,ventral,melpomene,amaryllis,male,amaryllis,,valid subspecies,1,"Cahabon, Vera Paz GUA ",15.56666667,-89.81666667
10428061,10428061_D_lowres.tif,dorsal,melpomene,cythera,male,cythera,,valid subspecies,1,Los Llanos ECD CH,-2.05,-78.96666667
10429002,10429002_D_lowres.tif,dorsal,erato,favorinus,female,favorinus,,valid subspecies,1,Tarapoto PER SM,-6.483333332999999,-76.36666667
10428877,10428877_V_lowres.tif,ventral,erato,cyrbia,female,cyrbia,,valid subspecies,1,Paramba ECD IM,0.816666667,-78.35
10428404,10428404_D_lowres.tif,dorsal,melpomene,melpomene,female,ab._collis,,hybrid,0,St Jean du Maroni FRG LM,5.4,-54.08333333
10428381,10428381_V_lowres.tif,ventral,melpomene,melpomene,female,f._luteipicta_hyb.,,hybrid,0,Nouveau Chantier FRG LM,5.55,-53.93333333
10428251,10428251_V_lowres.tif,ventral,melpomene,schunkei,male,ab._rubra,,subspecies synonym,1,Chaquimayo PER PU,-13.43333333,-70.38333333
10428184,10428184_V_lowres.tif,ventral,melpomene,plesseni,female,f._adonis,,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428428,10428428_V_lowres.tif,ventral,melpomene,melpomene,male,ab._atrosecta,,subspecies synonym,1,Cuyaba- Coramba River system,-17.316667000000002,-56.7
10428065,10428065_V_lowres.tif,ventral,melpomene,cythera,female,cythera,ST,valid subspecies,1,Bolivia COUNTRY,,
10428541,10428541_D_lowres.tif,dorsal,erato,phyllis,male,anacreon,HT/ST,hybrid,0,Ecuador  COUNTRY,,
10428747,10428747_D_lowres.tif,dorsal,erato,hydara,female,ab._tristis,,hybrid,0,Jurua Alto BRA AC,,
10429188,10429188_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Revantazon (Rio) CRI LI,10.16069444,-83.501975
10428745,10428745_D_lowres.tif,dorsal,erato,hydara,female,ab._tristis,,hybrid,0,Calobre PAN VE,8.316666667,-80.85
10429058,10429058_D_lowres.tif,dorsal,erato,etylus,male,ab._insignis_hyb.,,hybrid,0,Zamora ECD ZC,-4.066666667,-78.96666667
10429089,10429089_V_lowres.tif,ventral,erato,luscombei,male,luscombei,,valid subspecies,1,Chanchamayo PER JU,-11.06666667,-75.31666667
10428031,10428031_D_lowres.tif,dorsal,melpomene,vulcanus,female,vulcanus,,valid subspecies,0,Bogota COL CU,,
10429204,10429204_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Sabanas PAN CZ,8.566666667,-80.68333333
10429003,10429003_D_lowres.tif,dorsal,erato,favorinus,female,f._eratophylla_hyb.,HT,hybrid,0,Tarapoto PER SM,-6.483333332999999,-76.36666667
10429036,10429036_D_lowres.tif,dorsal,erato,notabilis,female,radiata_hyb.,,hybrid,0,Rio Hondo BEL,18.43776944,-88.52266944
10429201,10429201_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,V de Chiriqui PAN CQ,8.583333332999999,-82.58333333
10428154,10428154_D_lowres.tif,dorsal,melpomene,plesseni,female,f._rubicunda,,subspecies synonym,1,Alpayacu ECD PA,-1.466666667,-78.11666667
10428071,10428071_V_lowres.tif,ventral,melpomene,cythera,female,cythera,,valid subspecies,1,Loja environs ECD LO,-4.066666667,-79.2
10429073,10429073_V_lowres.tif,ventral,erato,etylus,female,f._etylus,,subspecies synonym,1,Macas ECD MS,-2.316666667,-78.11666667
10428388,10428388_V_lowres.tif,ventral,melpomene,melpomene,female,ab._primus_hyb.,,hybrid,0,Colombia COUNTRY,,
10428369,10428369_D_lowres.tif,dorsal,melpomene,melpomene,female,f._melpomene,,subspecies synonym,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428012,10428012_V_lowres.tif,ventral,melpomene,rosina,male,rosina,,valid subspecies,1,Bogota COL CU,,
10428618,10428618_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Itaparica BRA BA,16.1,-88.79333333
10428288,10428288_D_lowres.tif,dorsal,melpomene,amandus,male,penelope_f._amandoides_hyb.,,hybrid,0,Buenavista BOL SC,-17.45,-64.66666667
10429245,10429245_D_lowres.tif,dorsal,erato,demophoon,male,demophoon,,valid subspecies,1,Yzabal GUA,,
10428527,10428527_V_lowres.tif,ventral,erato,phyllis,male,amatus,,hybrid,0,Ecuador  COUNTRY,,
10427965,10427965_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,ST,valid subspecies,1,Achpiyacu ECD,,
10428394,10428394_V_lowres.tif,ventral,melpomene,melpomene,male,ab._collis,,hybrid,0,St Jean du Maroni FRG LM,5.4,-54.08333333
10428323,10428323_V_lowres.tif,ventral,melpomene,nanna,male,nanna,,valid subspecies,1,San Jacinto Valley BRA ME,-17.85,-41.5
10428825,10428825_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Patao Guiria VEN SU,10.66666667,-62.05
10428447,10428447_V_lowres.tif,ventral,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Greytown NIC,10.91666667,-83.7
10428364,10428364_D_lowres.tif,dorsal,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Cayenne FRG CY,4.933333333,-52.33333333
10428508,10428508_V_lowres.tif,ventral,erato,phyllis,female,amatus,,hybrid,0,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428454,10428454_D_lowres.tif,dorsal,melpomene,vulcanus,female,f._fumosa_hyb.,,hybrid,0,Onaca COL MA,11.18333333,-74.06666667
10429199,10429199_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Escazu CRI SJ,9.916666667000001,-84.13333333
10429007,10429007_D_lowres.tif,dorsal,erato,favorinus,male,f._pseudoanacreon,,hybrid,0,Balsapuerto PER LO,-5.833333333,-76.56666667
10428816,10428816_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Muchuchachi VEN ME,8.15,-71.33333333
10428563,10428563_V_lowres.tif,ventral,erato,venustus,male,venustus,,valid subspecies,0,Guayabal - Ayabamba ECD,,
10428627,10428627_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Guerrero PROVINCE,,
10428637,10428637_V_lowres.tif,ventral,erato,amalfreda,male,amalfreda,,valid subspecies,0,Bas Maroni FRG LM,5.25,-54.25
10428400,10428400_V_lowres.tif,ventral,melpomene,melpomene,female,ab._collis,,hybrid,0,St Jean du Maroni FRG LM,5.4,-54.08333333
10428128,10428128_V_lowres.tif,ventral,melpomene,amaryllis,male,amaryllis,,valid subspecies,0,Chazuta PER SM,-6.566666667000001,-76.13333333
10428376,10428376_V_lowres.tif,ventral,melpomene,melpomene,female,ab._atrosecta,,subspecies synonym,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428770,10428770_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Los Clavos Rio COL EC,10.16666667,-73.41666667
10428259,10428259_V_lowres.tif,ventral,melpomene,schunkei,male,ab._rubra,ST,subspecies synonym,1,Cuzco PER CU,-13.516667000000002,-71.983333
10428273,10428273_D_lowres.tif,dorsal,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Palcazu PER HU,-9.883333333,-74.93333333
10428699,10428699_D_lowres.tif,dorsal,erato,amalfreda,male,ab._cybelellus,,hybrid,0,Obidos BRA PA,-1.9,-55.51666667
10427967,10427967_V_lowres.tif,ventral,melpomene,rosina,male,rosina,,valid subspecies,1,Amazonas ECD,,
10428335,10428335_V_lowres.tif,ventral,melpomene,thelxiopeia,female,thelxiopeia,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428350,10428350_D_lowres.tif,dorsal,melpomene,thelxiopeia,female,f._thelxiopeia,,subspecies synonym,1,Nouveau Chantier FRG LM,5.55,-53.93333333
10428650,10428650_V_lowres.tif,ventral,erato,amalfreda,female,ab._leda_hyb,,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428576,10428576_V_lowres.tif,ventral,erato,phyllis,male,f._diffluens,ST,subspecies synonym,1,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10429146,10429146_V_lowres.tif,ventral,erato,dignus,female,f._glaucina,HT,hybrid,0,Mocoa COL PU,1.15,-76.61666667
10429030,10429030_D_lowres.tif,dorsal,erato,notabilis,female,notabilis,,valid subspecies,0,Quito ECD PI,-0.31495,-78.96463333
10428900,10428900_D_lowres.tif,dorsal,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,Cachabe ECD ES,1.05,-78.8
10428585,10428585_V_lowres.tif,ventral,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Patino Cue PAR CE,-25.35,-57.33333333
10429109,10429109_D_lowres.tif,dorsal,erato,emma,female,emma,ST,valid subspecies,1,Yurimaguas PER LO,-5.9,-76.1
10428672,10428672_D_lowres.tif,dorsal,erato,erato,male,tellus_hyb.,,hybrid,0,Bas Maroni FRG LM,5.25,-54.25
10428777,10428777_V_lowres.tif,ventral,erato,hydara,female,f._hydara,,subspecies synonym,1,Cienaga COL MA,11.00944444,-74.25416667
10428818,10428818_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,Maracaibo VEN ZY,10.63166667,-71.64055556
10428859,10428859_D_lowres.tif,dorsal,erato,cyrbia,male,ab._diformata_hyb.,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10428252,10428252_V_lowres.tif,ventral,melpomene,schunkei,male,ab._rubra,,subspecies synonym,0,Balsapuerto PER LO,-5.833333333,-76.56666667
10428207,10428207_V_lowres.tif,ventral,melpomene,malleti,male,f._isolda_hyb.,,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428420,10428420_V_lowres.tif,ventral,melpomene,melpomene,female,f._melpomene,,subspecies synonym,1,Cuyaba- Coramba River system,-17.316667000000002,-56.7
10428145,10428145_V_lowres.tif,ventral,melpomene,plesseni,female,plesseni,,valid subspecies,1,Canelos ECD PA,-1.5833333330000001,-77.75
10429096,10429096_D_lowres.tif,dorsal,erato,luscombei,female,luscombei,,valid subspecies,1,Sarayacu ECD NA,,
10428858,10428858_D_lowres.tif,dorsal,erato,cyrbia,male,ab._diformata_hyb.,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10428774,10428774_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,0,Madeira Rio BRA AM,-5.75,-61.25
10428665,10428665_V_lowres.tif,ventral,erato,erato,female,f._erato,,subspecies synonym,1,Bas Maroni FRG LM,5.25,-54.25
10428063,10428063_V_lowres.tif,ventral,melpomene,cythera,male,cythera,,valid subspecies,1,Chimbo ECD CH,-2.233333333,-79.11666667
10428060,10428060_D_lowres.tif,dorsal,melpomene,cythera,male,cythera,,valid subspecies,1,Balzapamba ECD BO,-1.783333333,-79.16666667
10428967,10428967_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Oaxaca MEX OA,17.05,-96.71666667
10428829,10428829_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,0,Bolivar VEN BO,8.122222222000001,-63.54972222
10428922,10428922_V_lowres.tif,ventral,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,Chimbo ECD CH,-2.233333333,-79.11666667
10428165,10428165_V_lowres.tif,ventral,melpomene,plesseni,female,f._corona,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428371,10428371_V_lowres.tif,ventral,melpomene,melpomene,female,f._melpomene,,subspecies synonym,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428669,10428669_D_lowres.tif,dorsal,erato,erato,male,f._fumata,,hybrid,0,St Jean du Maroni FRG LM,5.4,-54.08333333
10429059,10429059_V_lowres.tif,ventral,erato,etylus,male,ab._insignis_hyb.,,hybrid,0,Zamora ECD ZC,-4.066666667,-78.96666667
10428333,10428333_V_lowres.tif,ventral,melpomene,thelxiopeia,male,thelxiopeia,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10429155,10429155_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Ucayali Rio PER,-4.466666667,-73.51666667
10428135,10428135_D_lowres.tif,dorsal,melpomene,amaryllis,female,amaryllis_transitional,,hybrid,0,Yumbatos PER SM,-6.316666667000001,-76.28333333
10428941,10428941_V_lowres.tif,ventral,erato,microclea,female,f._microclea,,subspecies synonym,1,Chanchamayo PER JU,-11.06666667,-75.31666667
10428257,10428257_D_lowres.tif,dorsal,melpomene,schunkei,male,ab._rubra,,subspecies synonym,1,La Pampa PER PU,-13.68333333,-69.6
10429080,10429080_V_lowres.tif,ventral,erato,emma,male,emma,,valid subspecies,1,Coca ECD NA,-1.5833333330000001,-77.75
10429015,10429015_D_lowres.tif,dorsal,erato,notabilis,male,f._notabilis,,subspecies synonym,1,Puyo ECD PA,-1.466666667,-77.98333333
10428126,10428126_D_lowres.tif,dorsal,melpomene,amaryllis,male,amaryllis,,valid subspecies,0,Cajon PER CU,-13.06666667,-71.55
10428572,10428572_V_lowres.tif,ventral,erato,phyllis,male,f._phyllidis,,subspecies synonym,1,Estrella COL ??,-1.5833333330000001,-77.75
10428986,10428986_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Pastaza ECD ,-1.538391667,-78.06732222
10428186,10428186_D_lowres.tif,dorsal,melpomene,plesseni,female,f._adonis,ST,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428631,10428631_D_lowres.tif,dorsal,erato,phyllis,female,f._phyllis,,subspecies synonym,1,Villa Maria - Diamantino BRA MO,-16.08333333,-57.7
10428841,10428841_V_lowres.tif,ventral,erato,hydara,female,f._hydara,,subspecies synonym,1,Paracotos VEN DF,10.27138889,-66.95277778
10428753,10428753_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Onaca COL MA,11.18333333,-74.06666667
10428735,10428735_D_lowres.tif,dorsal,erato,hydara,female,ab._tristis,,hybrid,0,Lion Hill PAN CN,9.233333333,-79.9
10428055,10428055_V_lowres.tif,ventral,melpomene,cythera,male,cythera,,valid subspecies,1,Palmar ECD MA,-1.5833333330000001,-77.75
10428779,10428779_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,Magdalena Valley COL,5.535277777999999,-74.10777778
10429016,10429016_D_lowres.tif,dorsal,erato,notabilis,male,f._notabilis,,subspecies synonym,1,Jalay west Peru,-1.5833333330000001,-77.75
10428426,10428426_D_lowres.tif,dorsal,melpomene,melpomene,male,melpomene,,valid subspecies,0,Santarem BRA PA,-2.433333333,-54.71666667
10428089,10428089_V_lowres.tif,ventral,melpomene,xenoclea,male,batesi,ST,subspecies synonym,0,Chanchamayo PER JU,-11.06666667,-75.31666667
10428607,10428607_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Porto Real BRA ME,-20.18333333,-45.71666667
10428106,10428106_V_lowres.tif,ventral,melpomene,xenoclea,male,xenoclea,,valid subspecies,0,Huancabamba PER PA,-10.38333333,-75.55
10428280,10428280_D_lowres.tif,dorsal,melpomene,aglaope,male,xenoclea_x_cognatus_hyb.,,hybrid,0,Umaripuniz Rio PER PA,-10.31666667,-75.38333333
10428861,10428861_D_lowres.tif,dorsal,erato,cyrbia,male,ab._diformata_hyb.,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10428212,10428212_D_lowres.tif,dorsal,melpomene,malleti,female,f._isolda_hyb.,,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428717,10428717_D_lowres.tif,dorsal,erato,erato,male,ab._constricta,,hybrid,0,Juan Vinas CRI,9.9,-83.73333333
10428187,10428187_V_lowres.tif,ventral,melpomene,plesseni,male,f._fraterna,ST,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428292,10428292_V_lowres.tif,ventral,melpomene,amandus,male,nr._aphrodyte_hyb.,,hybrid,0,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10429081,10429081_V_lowres.tif,ventral,erato,emma,male,emma,,valid subspecies,1,Archidona ECD NA,-1.5833333330000001,-77.75
10429015,10429015_V_lowres.tif,ventral,erato,notabilis,male,f._notabilis,,subspecies synonym,1,Puyo ECD PA,-1.466666667,-77.98333333
10428660,10428660_D_lowres.tif,dorsal,erato,erato,male,erato,,valid subspecies,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428164,10428164_D_lowres.tif,dorsal,melpomene,plesseni,male,f._corona,ST,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
